id,name,phone number,address,Typeofbuilding,budget,dateofcompletion,location,square feet,category
759,Kiranya,9122875575,"Shashwattee Reflections, Wakad, , Pune, Maharashtra",InstitutionalBuildings,30580000,9/23/2025,"Life Republic Kolte Patil, Hinjewadi Phase 2, , Pune, Maharashtra",1650,
760,Kirthana,9103339575,"Tirupati Campus Phase 2, Tingre Nagar, , Pune, Maharashtra",InstitutionalBuildings,986700,10-01-2025,"Fortune Uttam Townscapes Elite, Maji Sainik Nagar, , Pune, Maharashtra",1650,
761,Kishanganga,9192438548,"Kalepadal, , Pune, Maharashtra",InstitutionalBuildings,213806,10-09-2025,"Kalpana society, Yerwada, , Pune, Maharashtra",1650,
762,Kishotha,9126482783,"pachpir chowk pimpri, Pimpri, , Pune, Maharashtra",InstitutionalBuildings,10190000,10/17/2025,"Ellora Nakshatra I Land, Moshi, , Pune, Maharashtra",1650,
763,Koddi,9126483721,"Sunshine Greens, Khadki, , Pune, Maharashtra",InstitutionalBuildings,9890000,10/25/2025,"Suda Suman Society, Hadapsar, , Pune, Maharashtra",1650,
764,Kokilapriya,9126481906,"The Address, Wakad, , Pune, Maharashtra",InstitutionalBuildings,9990000,11-02-2025,"Lavender Apartment, Tulaja Bhawani Nagar, , Pune, Maharashtra",1650,
765,Konila,9127265314,"Puranik Aldea Espanola, Mahalunge, , Pune, Maharashtra",InstitutionalBuildings,9890000,11-10-2025,"Kolte Patil 24K Opula, Pimple Nilakh, , Pune, Maharashtra",1650,
766,Kosika,9124836245,"Siddhi Apartment, Katraj, , Pune, Maharashtra",InstitutionalBuildings,12190000,11/18/2025,"Vardhaman Heights Phase 2, Rahatani, , Pune, Maharashtra",1650,
767,Kovarthini,9124987963,"Twin Arcs Phase 2, Punawale, , Pune, Maharashtra",InstitutionalBuildings,12090000,11/26/2025,"Abhilash Apartment, Aundh, , Pune, Maharashtra",1650,
768,Kreena,9125726748,"Rudraa Apartment, Manik Baug, , Pune, Maharashtra",InstitutionalBuildings,11190000,12-04-2025,"Kumar Atman, Baner, , Pune, Maharashtra",1650,
769,Krishitha,9128420628,"Castle Royale, Kutwal Colony, , Pune, Maharashtra",InstitutionalBuildings,9480000,12-12-2025,"Lunkad Sky Vie, Viman Nagar, , Pune, Maharashtra",1650,
770,Krisshia,9126752731,"Shubnkroti sahakari graha rachana mr Aa HP petrol pump, , Pune, Maharashtra",InstitutionalBuildings,9890000,12/20/2025,"AWHO Vijay Vihar, Wagholi, , Pune, Maharashtra",1650,
771,Kritika,9125479421,"Lunkad Zodiac, Mhada Colony, , Pune, Maharashtra",InstitutionalBuildings,11090000,12/28/2025,"sai drishti , Sakore nagar Vimannagar, , Pune, Maharashtra",1650,
772,Krupal,9125486472,"Mahindra The Woods, Wakad, , Pune, Maharashtra",InstitutionalBuildings,10890000,01-05-2026,"Xrbia City, Hinjewadi, , Pune, Maharashtra",1650,
773,Kruti,9124392060,"DSK Shree Chandralamba, Bibwewadi, , Pune, Maharashtra",InstitutionalBuildings,22190000,1/13/2026,"RIVERAIN APARTMENTS, SANGAMWADI, , Pune, Maharashtra",1650,
774,Kshema,9125332497,"RKL Complex, Wadmukhwadi, , Pune, Maharashtra",InstitutionalBuildings,12190000,1/21/2026,"Agarwal The West Wing, Baner, , Pune, Maharashtra",1650,
775,Kshirsa,9124385129,"Aura County, Ubale Nagar, , Pune, Maharashtra",InstitutionalBuildings,12090000,1/29/2026,"BU Bhandari Skyline, Dighi, , Pune, Maharashtra",1650,
776,Kudajaadri,9124386312,"Lake Paradise, Talegaon, , Pune, Maharashtra",InstitutionalBuildings,12190000,02-06-2026,"Margosa heights, NIBM, , Pune, Maharashtra",1650,
777,Kumari,9125338541,"Malhar Heights, Vitthalwadi, , Pune, Maharashtra",InstitutionalBuildings,12190000,2/14/2026,"mangalmurti hight, Ambegaon Bk, , Pune, Maharashtra",1650,
778,Kumudni,9124387584,"Magarpatta City Iris, Magarpatta, , Pune, Maharashtra",InstitutionalBuildings,12190000,2/22/2026,"SSD Sai Pearl, Pimple Saudagar, , Pune, Maharashtra",1650,
779,Kunika,9125339417,"Ramprasad Chambers, Nana Peth, , Pune, Maharashtra",InstitutionalBuildings,12290000,03-02-2026,"Bhujbal Nirman Residency, Kothrud, , Pune, Maharashtra",1650,
780,Kunshi,9125346223,"shree krishna niwas, Gujarat Colony, , Pune, Maharashtra",InstitutionalBuildings,12090000,03-10-2026,"Kumar Shantiniketan, Pashan, , Pune, Maharashtra",1650,
781,Kurinji,9121971524,"Rohan Abhilasha, Wagholi, , Pune, Maharashtra",InstitutionalBuildings,12090000,3/18/2026,"Kharadi, , Pune, Maharashtra",1650,
782,Kushboo,9127509463,"Xrbia City, Hinjewadi, , Pune, Maharashtra",InstitutionalBuildings,12090000,3/26/2026,"Ganga Platino, Kharadi, , Pune, Maharashtra",1650,
783,Kusumina,9124395802,"Mahindra Antheia, Pimpri Chinchwad, , Pune, Maharashtra",InstitutionalBuildings,12090000,04-03-2026,"Samarth Bhalchandra Vatika, Pandhare Wasti, , Pune, Maharashtra",1650,
784,Kuyil,9125441839,"Kalpataru Estate, Pimple Gurav, , Pune, Maharashtra",InstitutionalBuildings,12090000,04-11-2026,"Nyati Elan, Wagholi, , Pune, Maharashtra",1650,
785,Kaahitha,9192972005,"AG Imperial Towers, NIBM, , Pune, Maharashtra",InstitutionalBuildings,12090000,4/19/2026,"Marvel Sangria, Mohamadwadi, , Pune, Maharashtra",1650,
786,Kaanujan,9193409007,"TCG The Crown Greens, Hinjewadi Phase 2, , Pune, Maharashtra",InstitutionalBuildings,12090000,4/27/2026,"Anil Niwas, Gujarat Colony kothrud, , Pune, Maharashtra",1650,
787,Kaarniha,9129098021,"Mittal Sun Sapphire, Hadapsar, , Pune, Maharashtra",InstitutionalBuildings,12090000,05-05-2026,"Mantra Moments, Moshi, , Pune, Maharashtra",1650,
788,Kaarthisha,9122885945,"Life Republic Kolte Patil, Hinjewadi Phase 2, , Pune, Maharashtra",InstitutionalBuildings,12090000,5/13/2026,"Gangakunj Apartment Vishrantwadi, Vishrantwadi, , Pune, Maharashtra",1650,
789,Kaashini,9123781657,"Fortune Uttam Townscapes Elite, Maji Sainik Nagar, , Pune, Maharashtra",InstitutionalBuildings,12090000,5/21/2026,"Magarpatta City Laburnum Park, Magarpatta, , Pune, Maharashtra",1650,
790,Kaavarshi,9123781657,"Kalpana society, Yerwada, , Pune, Maharashtra",InstitutionalBuildings,12090000,5/29/2026,"Amanora Future Towers, Hadapsar, , Pune, Maharashtra",1650,
791,Kaavithra,9123781657,"Ellora Nakshatra I Land, Moshi, , Pune, Maharashtra",InstitutionalBuildings,12090000,06-06-2026,"madhuban society, F C Road, , Pune, Maharashtra",1650,
792,Kaavni,9123781657,"Suda Suman Society, Hadapsar, , Pune, Maharashtra",InstitutionalBuildings,12090000,6/14/2026,"Panchshil Towers, Kharadi, , Pune, Maharashtra",1650,
793,Adhishankar,9129546487,"Vimal Apartment, Baner, , Pune, Maharashtra",MercantileBuildings,8980000,11/30/2023,"PP Moraya Darshan, Sutarwadi, , Pune, Maharashtra",1000,
794,Adhusudan,9123333317,"SBM West Wind Park, Hinjewadi, , Pune, Maharashtra",MercantileBuildings,1000000000,12/16/2023,"Wanawari, , Pune, Maharashtra",1000,
795,Aditharan,9121444924,"Jal Vihar, Anand Nagar, , Pune, Maharashtra",MercantileBuildings,110000000,02-06-2024,"Vadgaon Sheri, , Pune, Maharashtra",1000,
796,Aditya sundar,9125068079,"Pimple Gurav, , Pune, Maharashtra",MercantileBuildings,11200000,7/29/2023,"Goodwill Samrudhi , Dhanori, , Pune, Maharashtra",1000,
797,Sathiya,9121985700,"nirmala nivas, Wakad, , Pune, Maharashtra",MercantileBuildings,100000000,8/31/2024,"Magarpatta Cosmos Apartment, Hadapsar, , Pune, Maharashtra",1000,
798,Sathyakumar,9122080550,"Lunkad Zodiac, Mhada Colony, , Pune, Maharashtra",MercantileBuildings,70000000,9/16/2023,"Megapolis Sparklet, Hinjewadi, , Pune, Maharashtra",1000,
799,Sathyaprabu,9125869410,"Sanjay Gandhi Society, Vadgaon Sheri, , Pune, Maharashtra",MercantileBuildings,13000000,9/16/2023,"Sai Eshanya, Balewadi, , Pune, Maharashtra",1600,
800,Piranavan,9125555526,"sapna house, sahwas society, , Pune, Maharashtra",MercantileBuildings,772000000,01-06-2024,"Kundan Plaza, Bopodi, , Pune, Maharashtra",1600,
801,Pitambara,9126270116,"Godrej Infinity, Keshavnagar.mundwa, , Pune, Maharashtra",MercantileBuildings,11500000,6/15/2023,"Jasper Lapis Lazuli Lane 5, Koregaon Park, , Pune, Maharashtra",1600,
802,Poiyaamolli,9128861727,"Karishma Prime, Kad Nagar, , Pune, Maharashtra",MercantileBuildings,10000000,7/29/2023,"Saroj society, Near Dahanukar circle, Lane No.7, , Pune, Maharashtra",1600,
803,Ponkumar,9122837956,"Shamnath Residency, Sudarshan Nagar, , Pune, Maharashtra",MercantileBuildings,22000000,7/28/2023,"Sakshi Enclave, Manjari Budruk, , Pune, Maharashtra",1600,
804,Geethalakshmi,9127869869,"Neco Gardens, Sakore Nagar viman nagar, , Pune, Maharashtra",MercantileBuildings,22000000,6/30/2023,"Siddhtek Society, Chinchwad, , Pune, Maharashtra",1600,
805,Geethasri,9120799081,"Sugrarabi Manzil, Parvati Gaon, , Pune, Maharashtra",MercantileBuildings,6600000,7/29/2023,"Vadgaon Budruk, , Pune, Maharashtra",1600,
806,Genalia,9127969357,"Vardhaman Residency, Kaspate Vasti, , Pune, Maharashtra",MercantileBuildings,8500000,8/31/2023,"ARV Royale, Handewadi, , Pune, Maharashtra",1600,
807,Geshana,9124759751,"Jagdish Agashe Sheetal Baug Society, Bhosari, , Pune, Maharashtra",MercantileBuildings,12800000,7/27/2023,"Nestaway-71279, University Road, , Pune, Maharashtra",1600,
808,Ghanisska,9126945277,"Rudransh Anandwan Apartment, Baramati, , Pune, Maharashtra",MercantileBuildings,8700000,4/15/2023,"Nyati Esteban 1, Undri, , Pune, Maharashtra",1600,
809,Gikaniya,9124275289,"Aundh Road, , Pune, Maharashtra",MercantileBuildings,12000000,7/29/2023,"Prithvi Sai Velocity, Bavdhan, , Pune, Maharashtra",1600,
810,Girupalini,9128369931,"Saffron Saad Residency, Hinjewadi, , Pune, Maharashtra",MercantileBuildings,7290000,7/29/2023,"chhajed heights, Pune Station, , Pune, Maharashtra",1600,
811,Gmrittika,9129170757,"GK Royale Hills, Ravet, , Pune, Maharashtra",MercantileBuildings,13090000,09-09-2023,"True Value Car Showroom, Siddharth Nagar, , Pune, Maharashtra",1600,
812,Gnanavel,9120508078,"Karan Gharonda, Sainikwadi, , Pune, Maharashtra",MercantileBuildings,10190000,12/31/2023,"Paramount Altissimo, Shankar Kalat Nagar, , Pune, Maharashtra",1600,
813,Gobina,9120047074,"Khese Park, Lohgaon Dhanori Road, Khese Park, , Pune, Maharashtra",MercantileBuildings,14590000,6/30/2023,"Shiv Sai Vishav, Pimple Saudagar, , Pune, Maharashtra",1600,
814,Gohbika,9120067278,"Xrbia Hinjewadi, Hinjewadi, , Pune, Maharashtra",MercantileBuildings,10790000,3/29/2024,"Pradhikaran, , Pune, Maharashtra",1600,
815,Gokulasree,9120604406,"Wadhwani Sai Saheb, Pimple Saudagar, , Pune, Maharashtra",MercantileBuildings,14500000,4/14/2024,"Shree Manibhadra Wakad Centre, Shankar Kalat Nagar, , Pune, Maharashtra",1600,
816,Gopiga,9911008793,"Prime Plus 1, Pimple Saudagar, , Pune, Maharashtra",MercantileBuildings,152460,10/31/2023,"Suyog Space, Wakad, , Pune, Maharashtra",1600,
817,Gothavari,9190765505,"Nestaway-75712, Maan, , Pune, Maharashtra",MercantileBuildings,190000,10/29/2023,"Gulmohar Paradise Homes, Thite Nagar, , Pune, Maharashtra",1600,
818,Govilashini,9127654175,"Classic CHS, Hadapsar Indutrial Estate, , Pune, Maharashtra",MercantileBuildings,12290000,9/20/2023,"Lunkad Akash Tower, Pimple Nilakh, , Pune, Maharashtra",1600,
819,Gowmila,9914505097,"Panchamrut Koolhomes, Ambegaon Budruk, , Pune, Maharashtra",MercantileBuildings,316160,8/19/2023,"Royal Orange County, Rahatani, , Pune, Maharashtra",1600,
820,Gowratha,9918888954,"Shreenanda Classic, Rahatani, , Pune, Maharashtra",MercantileBuildings,333960,9/30/2023,"Shapoorji SP Residency Phase 3, Hadapsar, , Pune, Maharashtra",1600,
821,Gowriya,9120995977,"Shri Mahaganesh Nagri Society, Keshav Nagar, , Pune, Maharashtra",MercantileBuildings,9690000,07-09-2012,"Dream Savara, Shivnagar Chirke Colony, , Pune, Maharashtra",1600,
822,Gowsheka,9923400065,"PP Moraya Darshan, Sutarwadi, , Pune, Maharashtra",MercantileBuildings,448800,12-03-2023,"Tata Housing Blue Hills, Yerwada, , Pune, Maharashtra",1600,
823,Gowsika,9127037089,"Wanawari, , Pune, Maharashtra",MercantileBuildings,12590000,4/14/2024,"on requst, Dhanori, , Pune, Maharashtra",1600,
824,Gowthri,9129965352,"Vadgaon Sheri, , Pune, Maharashtra",MercantileBuildings,11990000,09-05-2023,"Kondhwa, , Pune, Maharashtra",1600,
825,Grevathi,9129863334,"Goodwill Samrudhi , Dhanori, , Pune, Maharashtra",MercantileBuildings,14290000,9/13/2023,"Shubhshree Residency, Hingne Khurd, , Pune, Maharashtra",1600,
826,Gunalekha,9106561357,"Magarpatta Cosmos Apartment, Hadapsar, , Pune, Maharashtra",MercantileBuildings,724622,9/21/2023,"Giridhar Nagar C1B Apartment, Giridhar Nagar, , Pune, Maharashtra",1600,
827,Gunathini,9100434567,"Megapolis Sparklet, Hinjewadi, , Pune, Maharashtra",MercantileBuildings,3310975,9/29/2023,"Ganesham Phase II, Pimple Saudagar, , Pune, Maharashtra",1600,
828,Guvika,9923444496,"Sai Eshanya, Balewadi, , Pune, Maharashtra",MercantileBuildings,341220,10-07-2023,"Chintamani Nagar CHS, Anand Park, , Pune, Maharashtra",1800,
829,Haasini,9108757677,"Kundan Plaza, Bopodi, , Pune, Maharashtra",MercantileBuildings,1828282,10/15/2023,"Ambegaon, , Pune, Maharashtra",1800,
830,Haimi,9120468033,"Jasper Lapis Lazuli Lane 5, Koregaon Park, , Pune, Maharashtra",MercantileBuildings,8750000,10/23/2023,"Silverland Residency Phase 3, Ravet, , Pune, Maharashtra",1800,
831,Hamideh,9108538687,"Saroj society, Near Dahanukar circle, Lane No.7, , Pune, Maharashtra",MercantileBuildings,702324,10/31/2023,"Siddheshwar Nagar, Vishrantwadi, , Pune, Maharashtra",1800,
832,Hamsanandini,9108659777,"Sakshi Enclave, Manjari Budruk, , Pune, Maharashtra",MercantileBuildings,702324,11-08-2023,"Gami Koregaon, Koregaon Park, , Pune, Maharashtra",1800,
833,Hamsikha,9199547677,"Siddhtek Society, Chinchwad, , Pune, Maharashtra",MercantileBuildings,538560,11/16/2023,"Sacha Sauda Gurudatta Housing Society, Balaji Nagar, , Pune, Maharashtra",1800,
834,Hanisa,9104851211,"Vadgaon Budruk, , Pune, Maharashtra",MercantileBuildings,702324,11/24/2023,"Vardhaman Township, Sasane Nagar, , Pune, Maharashtra",1800,
835,Jindal,9100429190,"ARV Royale, Handewadi, , Pune, Maharashtra",MercantileBuildings,702324,12-02-2023,"Clover Highlands, Kondhwa, , Pune, Maharashtra",1800,
836,Jinotha,9197487372,"Nestaway-71279, University Road, , Pune, Maharashtra",MercantileBuildings,910800,12-10-2023,"Bhosle Paradise, Shivaji Nagar, , Pune, Maharashtra",1800,
837,Jishitha,9108862122,"Nyati Esteban 1, Undri, , Pune, Maharashtra",MercantileBuildings,702324,12/18/2023,"Mittal Parkwayz, Wakad, , Pune, Maharashtra",1800,
838,Jivani,9120170579,"Prithvi Sai Velocity, Bavdhan, , Pune, Maharashtra",MercantileBuildings,8750000,12/26/2023,"Handewadi, , Pune, Maharashtra",1800,
839,Jogini,9127480915,"chhajed heights, Pune Station, , Pune, Maharashtra",MercantileBuildings,11790000,01-03-2024,"Kohinoor Abhimaan Homes, Shirgaon, , Pune, Maharashtra",1800,
840,Jona,9108720100,"True Value Car Showroom, Siddharth Nagar, , Pune, Maharashtra",MercantileBuildings,1658389,01-11-2024,"Keshav Nagar, , Pune, Maharashtra",1800,
841,Joshhikaa,9108660033,"Paramount Altissimo, Shankar Kalat Nagar, , Pune, Maharashtra",MercantileBuildings,1990000,1/19/2024,"Hira Heights, Wadgaon Sheri, , Pune, Maharashtra",1800,
842,Josita,9929292464,"Shiv Sai Vishav, Pimple Saudagar, , Pune, Maharashtra",MercantileBuildings,435600,1/27/2024,"Godrej Prana, Undri, , Pune, Maharashtra",1800,
843,Jothia,9930405067,"Pradhikaran, , Pune, Maharashtra",MercantileBuildings,1059960,02-04-2024,"PM Oak View Residency, Thergaon, , Pune, Maharashtra",1800,
844,Jothisri,9124141164,"Shree Manibhadra Wakad Centre, Shankar Kalat Nagar, , Pune, Maharashtra",MercantileBuildings,25690000,02-12-2024,"Kumar Park Infinia, Phursungi, , Pune, Maharashtra",1800,
845,Jovinya,9128170746,"Suyog Space, Wakad, , Pune, Maharashtra",MercantileBuildings,9590000,2/20/2024,"Magarpatta City Iris, Magarpatta, , Pune, Maharashtra",1800,
846,Jugisri,9128050426,"Gulmohar Paradise Homes, Thite Nagar, , Pune, Maharashtra",MercantileBuildings,14490000,2/28/2024,"Geras Adara, Hinjewadi, , Pune, Maharashtra",1300,
847,Jureen,9190959295,"Lunkad Akash Tower, Pimple Nilakh, , Pune, Maharashtra",MercantileBuildings,1292280,03-07-2024,"Aishwaryam Greens Society, Wakad, , Pune, Maharashtra",1300,
848,Juveesha,9129930880,"Royal Orange County, Rahatani, , Pune, Maharashtra",MercantileBuildings,14250000,3/15/2024,"The Pristine Horizon Village Resjewadi, , Pune, Maharashtra",1300,
849,Kaahini,9129895335,"Shapoorji SP Residency Phase 3, Hadapsar, , Pune, Maharashtra",MercantileBuildings,12090000,3/23/2024,"popular coloney, Warje Malwadi, , Pune, Maharashtra",1300,
850,Kaama,9125916979,"Dream Savara, Shivnagar Chirke Colony, , Pune, Maharashtra",MercantileBuildings,17690000,3/31/2024,"Parvati Paytha, , Pune, Maharashtra",1300,
851,Kaamiya,9127830763,"Tata Housing Blue Hills, Yerwada, , Pune, Maharashtra",MercantileBuildings,11290000,04-08-2024,"Manjri Greens, Phase-II, Hadapsar, , Pune, Maharashtra",1300,
852,Kaanta,9127999842,"on requst, Dhanori, , Pune, Maharashtra",MercantileBuildings,14090000,4/16/2024,"Goel Ganga Constella, Eon Free Zone , , Pune, Maharashtra",1300,
853,Kaarunya,9120409206,"Kondhwa, , Pune, Maharashtra",MercantileBuildings,6890000,4/24/2024,"Chordiya Arihant Galaxy, Yewalewadi, , Pune, Maharashtra",1300,
854,Kaavinaya,9123555528,"Shubhshree Residency, Hingne Khurd, , Pune, Maharashtra",MercantileBuildings,70880000,05-02-2024,"shriram society, Pune Nagar Road, , Pune, Maharashtra",1300,
855,Kabinaya,9192046689,"Giridhar Nagar C1B Apartment, Giridhar Nagar, , Pune, Maharashtra",MercantileBuildings,268982,05-10-2024,"Madan Mohan, Kamgar Nagar, , Pune, Maharashtra",1300,
856,Kaeshavarthini,9129170754,"Ganesham Phase II, Pimple Saudagar, , Pune, Maharashtra",MercantileBuildings,9790000,5/18/2024,"Shree Park, Kharadi, , Pune, Maharashtra",1300,
857,Kaira,9127400874,"Chintamani Nagar CHS, Anand Park, , Pune, Maharashtra",MercantileBuildings,18190000,5/26/2024,"Kohinoor Begonia, Varale, , Pune, Maharashtra",1300,
858,Kajal,9192074409,"Ambegaon, , Pune, Maharashtra",MercantileBuildings,406922,06-03-2024,"Kumar Paradise, Hadapsar, , Pune, Maharashtra",1300,
859,Kajapriya,9192188607,"Silverland Residency Phase 3, Ravet, , Pune, Maharashtra",MercantileBuildings,241394,06-11-2024,"GURU MAULI APTT., WAKAD, , Pune, Maharashtra",1300,
860,Kaksha,9192268179,"Siddheshwar Nagar, Vishrantwadi, , Pune, Maharashtra",MercantileBuildings,227600,6/19/2024,"Dreams Aakruti, Hadapsar, , Pune, Maharashtra",1300,
861,Kalaichelvi,9192365681,"Gami Koregaon, Koregaon Park, , Pune, Maharashtra",MercantileBuildings,241394,6/27/2024,"Somnath Nagar, , Pune, Maharashtra",1300,
862,Kalaimakal,9192540923,"Sacha Sauda Gurudatta Housing Society, Balaji Nagar, , Pune, Maharashtra",MercantileBuildings,227600,07-05-2024,"Sayali Park, Pimple Saudagar, , Pune, Maharashtra",1300,
863,Kalaipamahal,9192032517,"Vardhaman Township, Sasane Nagar, , Pune, Maharashtra",MercantileBuildings,255188,7/13/2024,"Sai Nakshatra Shri Kalpvruksha, Pimple Gurav, , Pune, Maharashtra",1300,
864,Kalaiputhalvi,9192053749,"Clover Highlands, Kondhwa, , Pune, Maharashtra",MercantileBuildings,255188,7/21/2024,"Amanora Aspire Towers, Hadapsar, , Pune, Maharashtra",1300,
865,Kalaiyanval,9192099374,"Bhosle Paradise, Shivaji Nagar, , Pune, Maharashtra",MercantileBuildings,255188,7/29/2024,"ashirwad complex , Mangalwar Peth, , Pune, Maharashtra",1300,
866,Kalapini,9192174097,"Mittal Parkwayz, Wakad, , Pune, Maharashtra",MercantileBuildings,268982,08-06-2024,"K Raheja Gardens, Wanowrie, , Pune, Maharashtra",1300,
867,Kalinda,9192339245,"Handewadi, , Pune, Maharashtra",MercantileBuildings,227600,8/14/2024,"Balewadi Phata, , Pune, Maharashtra",1300,
868,Kallola,9192409879,"Kohinoor Abhimaan Homes, Shirgaon, , Pune, Maharashtra",MercantileBuildings,213806,8/22/2024,"Phadnis Sahil Serene, Baner, , Pune, Maharashtra",1300,
869,Kalvi,9192966340,"Keshav Nagar, , Pune, Maharashtra",MercantileBuildings,227600,8/30/2024,"Sai Balaji Residency, Wagholi, , Pune, Maharashtra",1300,
870,Kamakshee,9127705467,"Hira Heights, Wadgaon Sheri, , Pune, Maharashtra",MercantileBuildings,11390000,09-07-2024,"Mantra IRA, Undri, , Pune, Maharashtra",1300,
871,Kamalakshi,9127600936,"Godrej Prana, Undri, , Pune, Maharashtra",MercantileBuildings,18690000,9/15/2024,"Somnath Nagar, , Pune, Maharashtra",1300,
872,Kameshvari,9106597659,"PM Oak View Residency, Thergaon, , Pune, Maharashtra",MercantileBuildings,869547,9/23/2024,"Tilekar Nagar, , Pune, Maharashtra",1300,
873,Kamlesh,9106516512,"Kumar Park Infinia, Phursungi, , Pune, Maharashtra",MercantileBuildings,1244760,10-01-2024,"Oxygen Valley, Manjari Khurd, , Pune, Maharashtra",1300,
874,Kanaiyazhi,9125677934,"Magarpatta City Iris, Magarpatta, , Pune, Maharashtra",MercantileBuildings,11390000,10-09-2024,"Forest County, Kharadi, , Pune, Maharashtra",1300,
875,Kanakangi,9124374578,"Geras Adara, Hinjewadi, , Pune, Maharashtra",MercantileBuildings,14590000,10/17/2024,"sai balaji enclave, lc fitness club, , Pune, Maharashtra",1300,
876,Kanchana,9127976232,"Aishwaryam Greens Society, Wakad, , Pune, Maharashtra",MercantileBuildings,11490000,10/25/2024,"Prime Plus 1, Pimple Saudagar, , Pune, Maharashtra",1300,
